,0
101,1.8576774597167969
102,1.7441104650497437
103,1.5355052947998047
104,1.9248954057693481
105,1.848510503768921
106,1.7611174583435059
107,1.8993663787841797
108,1.6387810707092285
109,1.657477617263794
110,1.7088332176208496
111,1.7662675380706787
112,1.5958954095840454
113,1.7058382034301758
114,1.7777974605560303
115,1.8803716897964478
116,1.8732881546020508
117,1.619354248046875
118,1.6647261381149292
119,1.7865766286849976
120,1.7853227853775024
121,1.6380257606506348
122,1.7561835050582886
123,1.8781723976135254
124,1.572825312614441
125,1.7403165102005005
126,1.74295175075531
127,1.8896373510360718
128,1.9150229692459106
129,1.5221922397613525
130,1.912229061126709
131,1.7794606685638428
132,1.8790820837020874
133,1.5866196155548096
134,1.6883255243301392
135,1.8365299701690674
136,1.7250566482543945
137,1.907623291015625
138,1.7327842712402344
139,1.7141187191009521
140,1.6886169910430908
141,1.7889361381530762
142,1.5881822109222412
143,1.8427637815475464
144,1.522444248199463
145,1.5846531391143799
146,1.8913538455963135
147,1.6164069175720215
148,1.7439967393875122
149,1.7996073961257935
150,1.6185345649719238
151,1.6300203800201416
152,1.590627908706665
153,1.4992321729660034
154,1.816184401512146
155,1.6546998023986816
156,1.6683006286621094
157,1.8927781581878662
158,1.706490159034729
159,1.9419604539871216
160,1.6480268239974976
161,1.8971097469329834
162,1.529451608657837
163,1.804565668106079
164,1.494020700454712
165,1.8855608701705933
166,1.6825110912322998
167,1.683197259902954
168,1.5962519645690918
169,1.7370682954788208
170,1.595911979675293
171,1.8501218557357788
172,1.819291353225708
173,1.6425962448120117
174,1.5155118703842163
175,1.7896339893341064
176,1.8996909856796265
177,1.5624858140945435
178,1.5328216552734375
179,1.8477678298950195
180,1.5437544584274292
181,1.658921241760254
182,1.645727515220642
183,1.5319302082061768
184,1.868927001953125
185,1.728109359741211
186,1.8839882612228394
187,1.6358336210250854
188,1.8861401081085205
189,1.5365991592407227
190,1.820112943649292
191,1.5680903196334839
192,1.6102697849273682
193,1.6027342081069946
194,1.8588142395019531
195,1.5545670986175537
196,1.5032892227172852
197,1.582883596420288
198,1.5945162773132324
199,1.8379971981048584
200,1.6416112184524536
201,1.6197655200958252
202,1.62965989112854
203,1.5979585647583008
204,1.8714828491210938
205,1.815771222114563
206,1.483384609222412
207,1.5575389862060547
208,1.6622642278671265
209,1.7998648881912231
210,1.4965885877609253
211,1.595212459564209
212,1.9084899425506592
213,1.48384690284729
214,1.8336350917816162
215,1.479386329650879
216,1.831862449645996
217,1.5251544713974
218,1.5447161197662354
219,1.5815787315368652
220,1.5442676544189453
221,1.6118431091308594
222,1.5358953475952148
223,1.6505323648452759
224,1.793360710144043
225,1.553216814994812
226,1.6344949007034302
227,1.792708158493042
228,1.778235673904419
229,1.4826576709747314
230,1.683748722076416
231,1.9071308374404907
232,1.6805505752563477
233,1.7422590255737305
234,1.4826226234436035
235,1.4829113483428955
236,1.8709356784820557
237,1.6176646947860718
238,1.517298936843872
239,1.4470269680023193
240,1.7026582956314087
241,1.6410855054855347
242,1.7452133893966675
243,1.567880392074585
244,1.4497002363204956
245,1.5242975950241089
246,1.8372066020965576
247,1.435977816581726
248,1.5762293338775635
249,1.8732163906097412
250,1.6511011123657227
251,1.7703758478164673
252,1.4923325777053833
253,1.6069214344024658
254,1.8010233640670776
255,1.7912321090698242
256,1.4177560806274414
257,1.5534234046936035
258,1.4953349828720093
259,1.6080238819122314
260,1.7872767448425293
261,1.7851637601852417
262,1.7887036800384521
263,1.4445581436157227
264,1.6748050451278687
265,1.4474726915359497
266,1.5762139558792114
267,1.4687221050262451
268,1.858365535736084
269,1.5568618774414062
270,1.5422208309173584
271,1.7990608215332031
272,1.5301363468170166
273,1.8004562854766846
274,1.519822359085083
275,1.5080854892730713
276,1.4968892335891724
277,1.4728302955627441
278,1.8619142770767212
279,1.8568289279937744
280,1.56586492061615
281,1.6951982975006104
282,1.7451351881027222
283,1.4466114044189453
284,1.7058448791503906
285,1.5631306171417236
286,1.5176397562026978
287,1.5606344938278198
288,1.4289287328720093
289,1.6280426979064941
290,1.5438799858093262
291,1.5575002431869507
292,1.5159261226654053
293,1.6833897829055786
294,1.495886206626892
295,1.850595235824585
296,1.8335734605789185
297,1.4738242626190186
298,1.501727819442749
299,1.5315617322921753
